,stage,shape,compute_gpu,A_size_byte,B_size_byte,C_size_byte,A_to_cpu,B_to_cpu,C_to_cpu,verify_cpu,mse_loss,cpu/gpu,A_bandwidth,B_bandwidth,C_bandwidth,total,A_perc,B_perc,C_perc,compute_perc,verify_perc
0,forward,"torch.Size([32, 1024])-torch.Size([1024, 1024])",0.1218941459665075,65536,2097152,65536,0.0001918970374390483,0.00038481492083519697,5.435408093035221e-05,0.010432103066705167,0.0,0.08558329839376837,0.3415164760988872,5.449767892181442,1.2057236343297937,0.13295731507241726,0.14432980790453584,0.2894274155773991,0.04088085029450799,91.67915725442857,7.8462046717949745
1,forward,"torch.Size([32, 1024])-torch.Size([1024, 1024])",8.282193448394537e-05,65536,2097152,65536,8.209806401282549e-05,0.0003715880447998643,3.754696808755398e-05,0.009828989976085722,0.0,118.67616999444785,0.7982648651710211,5.643755307384867,1.7454405332323968,0.010403044987469912,0.7891734017464079,3.571916157696411,0.3609228656876706,0.7961316574493464,94.48185591742016
2,backward_grad,"torch.Size([32, 1024])-torch.Size([1024, 1024])",0.0007268070476129651,65536,2097152,65536,8.37820116430521e-05,0.000615081051364541,4.849000833928585e-05,0.014902077964507043,0.0,20.503485778583986,0.7822204159911073,3.409553904070892,1.3515361668210675,0.016376238083466887,0.5116071909557586,3.755936181616181,0.2960998007731725,4.438180758661139,90.99817606799375
3,backward_weight,"torch.Size([1024, 32])-torch.Size([32, 1024])",0.00018420896958559752,65536,65536,2097152,6.305589340627193e-05,4.4181011617183685e-05,0.0003703510155901313,0.01524184993468225,1014.5,82.7421703132633,1.0393318762093913,1.4833521823323426,5.662606315952229,0.015903646824881434,0.3964870076693371,0.27780428038720023,2.3287175555905386,1.1582813150591378,95.83870984129379
4,backward_grad,"torch.Size([32, 1024])-torch.Size([1024, 1024])",5.694897845387459e-05,65536,2097152,65536,5.8681005612015724e-05,0.0003649410791695118,3.981497138738632e-05,0.014813021058216691,0.0,260.1103910970833,1.1168179433274847,5.746549565679045,1.646013992132675,0.01533340709283948,0.3827003695703029,2.380039067376845,0.2596616077973919,0.371404594615303,96.60619436064015
5,backward_weight,"torch.Size([1024, 32])-torch.Size([32, 1024])",0.00012616498861461878,65536,65536,2097152,6.271910388022661e-05,4.0223938412964344e-05,0.00036464689765125513,0.015021018916741014,1014.5,119.05853661687347,1.0449128885060723,1.6292785486882477,5.75118563604426,0.015614773845300078,0.4016651441871799,0.25760179949754075,2.3352685172639305,0.8079847320529296,96.19747980699842
6,forward,"torch.Size([32, 1024])-torch.Size([1024, 1024])",9.6549978479743e-05,65536,2097152,65536,6.559002213180065e-05,0.0003659049980342388,3.729306627064943e-05,0.009798803017474711,0.0,101.48943761318996,0.9991763666172868,5.731411189425085,1.7573239895154038,0.010364141082391143,0.6328553578186932,3.530490323563019,0.3598278523437992,0.9315772306861309,94.54524923558836
7,forward,"torch.Size([32, 1024])-torch.Size([1024, 1024])",7.132499013096094e-05,65536,2097152,65536,8.08170298114419e-05,0.00036688800901174545,3.70279885828495e-05,0.009750829078257084,0.0,136.70985527447579,0.8109181957429665,5.71605489546774,1.769904402270307,0.010306887095794082,0.784107064143749,3.559639351841362,0.35925481902251033,0.6920129178485562,94.60498584714382
8,backward_grad,"torch.Size([32, 1024])-torch.Size([1024, 1024])",8.111295755952597e-05,65536,2097152,65536,5.7582976296544075e-05,0.00036918092519044876,4.3757958337664604e-05,0.01481143501587212,0.0,182.60257622837295,1.1381141478776469,5.680553508874127,1.4976932765985558,0.015363069833256304,0.3748142586183831,2.4030413790822327,0.28482561631622694,0.5279736305301526,96.40934511545301
9,backward_weight,"torch.Size([1024, 32])-torch.Size([32, 1024])",0.00010844506323337555,65536,65536,2097152,5.999288987368345e-05,4.130997695028782e-05,0.00036521407309919596,0.015069631044752896,1014.5,138.9609687655657,1.0923961179064337,1.5864448454877047,5.742254076365758,0.01564459304790944,0.38347363648235133,0.26405274220800523,2.334442781482251,0.6931791891375971,96.3248516506898
10,backward_grad,"torch.Size([32, 1024])-torch.Size([1024, 1024])",5.130702629685402e-05,65536,2097152,65536,5.949707701802254e-05,0.0003728090086951852,3.594497684389353e-05,0.014824455953203142,0.0,288.9361754749004,1.101499490137107,5.625271790882785,1.8232311091649378,0.015344014042057097,0.38775431810049393,2.429670669443708,0.23426058360850247,0.33437812397866873,96.61393630486863
11,backward_weight,"torch.Size([1024, 32])-torch.Size([32, 1024])",5.0803995691239834e-05,65536,65536,2097152,5.829194560647011e-05,3.941892646253109e-05,0.00036618090234696865,0.014894474996253848,1014.5,293.1752668977986,1.1242719610430336,1.6625516187584155,5.727092774523992,0.015409170766361058,0.37829385169592744,0.2558147161856656,2.3763829209184877,0.32969973830225396,96.65980877289766
12,forward,"torch.Size([32, 1024])-torch.Size([1024, 1024])",6.709294393658638e-05,65536,2097152,65536,6.1016995459795e-05,0.0003857960691675544,3.827200271189213e-05,0.009766980074346066,0.0,145.5738785821864,1.074061407090794,5.435908158745883,1.7123744606037097,0.010319158085621893,0.5912981946154355,3.7386390049116494,0.3708829964066359,0.6501784678545601,94.64900133621173
13,forward,"torch.Size([32, 1024])-torch.Size([1024, 1024])",6.098800804466009e-05,65536,2097152,65536,6.556801963597536e-05,0.00037038803566247225,3.999995533376932e-05,0.009734667022712529,0.0,159.616084125654,0.9995116577234888,5.662040341689373,1.6384018295308516,0.010271611041389406,0.6383421195737392,3.6059390700250966,0.3894224106869867,0.5937530909115349,94.77254330880265
