,stage,shape,compute_gpu,A_size_byte,B_size_byte,C_size_byte,A_to_cpu,B_to_cpu,C_to_cpu,verify_cpu,mse_loss,cpu/gpu,A_bandwidth,B_bandwidth,C_bandwidth,total,A_perc,B_perc,C_perc,compute_perc,verify_perc
0,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 2048])",0.002299452986335382,1048576,16777216,1048576,0.0003278530202805996,0.010893022001255304,0.0012955240090377629,0.002722007018746808,0,1.1837628492178252,3.1983112405142866,1.5401801261455828,0.8093836877471834,0.017537859035655856,1.8694016163207179,62.11146970168324,7.3870134684277025,13.11136656795115,15.52074864561719
1,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",0.00258622202090919,1048576,4194304,262144,0.00022678700042888522,0.002785732998745516,9.351401240564883e-05,0.001418842002749443,0,0.5486156993786044,4.623615983354423,1.5056374756262707,2.803259033126087,0.007111098035238683,3.1891980578112387,39.17444232861027,1.3150432175487514,36.36881404381291,19.95250235221683
2,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",7.040300988592207e-05,1048576,4194304,262144,0.00022122100926935673,0.0007324809848796576,7.266399916261435e-05,0.0012813299836125225,0,18.199931873491387,4.739947636362436,5.726160933295899,3.6076186697810213,0.0023780989868100733,9.302430659797617,30.801114206864476,3.0555498137646553,2.9604743232475377,53.880430996325714
3,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 2048])",0.00021149299573153257,1048576,16777216,1048576,0.00034735401277430356,0.002851736993761733,0.00019823299953714013,0.002200910006649792,0,10.406538519335216,3.018753091766704,5.883156839743883,5.28961374972053,0.005809727008454502,5.978835361262635,49.08555926314255,3.412088024939297,3.6403258780276797,37.883191472627836
4,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 8192])",0.00010852600098587573,1048576,67108864,4194304,0.0008987580076791346,0.04156564699951559,0.0007546400011051446,0.00984255300136283,0,90.69304048753997,1.1666944728623234,1.6145271117945568,5.558019709871706,0.05317012401064858,1.6903440125494855,78.1748167282647,1.4192932876252273,0.204110866779511,18.51143510478107
5,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 8192])",0.00012024698662571609,1048576,67108864,4194304,0.0008979029953479767,0.01130891899811104,0.0007275519892573357,0.009785240021301433,0,81.3761766168763,1.1678054371492892,5.93415374282983,5.764954342687491,0.0228398609906435,3.9312979869527602,49.51395721166522,3.1854484121220445,0.526478627321664,42.84281776193831
6,forward,"torch.Size([1, 128, 8192])-torch.Size([8192, 2048])",0.00015625701053068042,4194304,67108864,1048576,0.0015084310143720359,0.011346837010933086,0.00020541201229207218,0.009053988993400708,0,57.942929809366824,2.7805739606501665,5.914323430867844,5.10474527901049,0.022270926041528583,6.773095162541806,50.949102833778205,0.9223326048905219,0.7016188291376302,40.65385056965184
7,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 2048])",0.00012099300511181355,1048576,16777216,1048576,0.00040420901495963335,0.002862383989850059,0.00020338900503702462,0.002851463999832049,0,23.567180575413587,2.5941430329175534,5.861273700346139,5.155519590693307,0.00644243901479058,6.274161292511245,44.43012938544836,3.15701870937518,1.878062094713466,44.26062851795175
8,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",9.82249912340194e-05,1048576,4194304,262144,0.00022900098701938987,0.0007355289999395609,7.738298154436052e-05,0.0014026569842826575,0,14.28004183722298,4.578914762106311,5.702431855636759,3.3876182432919504,0.002542794944019988,9.005877078603698,28.926005286794336,3.0432253975628574,3.862875040908029,55.162017196131075
9,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",7.083499804139137e-05,1048576,4194304,262144,0.00023066598805598915,0.0007326660270337015,7.412300328724086e-05,0.0013621010002680123,0,19.229209259977516,4.545863084701855,5.724714733916642,3.5366079135264084,0.002470391016686335,9.337225827731253,29.65789715413007,3.000456315885812,2.8673597646256854,55.13706093762718
10,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 2048])",0.00021555600687861443,1048576,16777216,1048576,0.00036337398341856897,0.0028555149910971522,0.00020150901400484145,0.0025953350123018026,0,12.040188765248875,2.8856661397031,5.875373112138284,5.203618335281056,0.00623128900770098,5.8314416643087945,45.82543014082873,3.233825517574377,3.459252276891958,41.65005040039615
11,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 8192])",6.477002170868218e-05,1048576,67108864,4194304,0.0009169960103463382,0.011314253992168233,0.0007276899996213615,0.009699943999294192,0,149.75977687520137,1.1434902531407587,5.931355619774224,5.7638609877591,0.022723654023138806,4.035424977922076,49.79064538056807,3.2023458853949145,0.28503347939873064,42.686550276716204
12,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 8192])",0.00010775699047371745,1048576,67108864,4194304,0.0009171199926640838,0.011609384993789718,0.0007360929739661515,0.009104691998800263,0,84.49281999037407,1.1433356686010714,5.780570119424842,5.698062810463493,0.022475046949693933,4.080614357411045,51.65455280149177,3.275156557464614,0.4794516813019823,40.51022460233059
13,forward,"torch.Size([1, 128, 8192])-torch.Size([8192, 2048])",0.00011106897727586329,4194304,67108864,1048576,0.0015195189916994423,0.011303028994007036,0.00020342200878076255,0.008581458998378366,0,77.26242924758817,2.7602840260055297,5.937246028085189,5.15468314507748,0.02171849797014147,6.99642762491436,52.043327349554325,0.936630189898153,0.511402664348891,39.512212171284276
