,stage,shape,compute_gpu,A_size_byte,B_size_byte,C_size_byte,A_to_cpu,B_to_cpu,C_to_cpu,verify_cpu,mse_loss,cpu/gpu,A_bandwidth,B_bandwidth,C_bandwidth,total,A_perc,B_perc,C_perc,compute_perc,verify_perc
0,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 2048])",0.0024824910215102136,1048576,16777216,1048576,0.00032732399995438755,0.0028554919990710914,0.00137123599415645,0.002651673014042899,0.0,1.068150092413935,3.203480344081456,5.8754204198287825,0.7646940457138872,0.009688216028735042,3.378578666944993,29.473867950526323,14.153647999687388,25.62381984616361,27.370085536677685
1,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",0.0037542319914791733,1048576,4194304,262144,0.00022681200061924756,0.0007321130251511931,9.175000013783574e-05,0.0014007569989189506,0.0,0.37311412882799766,4.62310634859334,5.729038899606804,2.8571553090592032,0.0062056640163064,3.6549191194248003,11.797496983843244,1.4784880376499205,60.49686192507865,22.572233934003382
2,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",7.246201857924461e-05,1048576,4194304,262144,0.00022019099560566247,0.0007349310035351664,7.537601049989462e-05,0.0012459360004868358,0.0,17.19433193990142,4.7621202543535555,5.707071792895594,3.4778173886022596,0.002348896028706804,9.374233380899778,31.28835821395578,3.208997315278925,3.0849393797621145,53.043471710103404
3,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 2048])",0.0002105390012729913,1048576,16777216,1048576,0.0003465950139798224,0.002855075988918543,0.0002102190046571195,0.002587135008070618,0.0,12.288150852943676,3.0253637753168734,5.876276521226652,4.988017147689828,0.006209564016899094,5.581632028216106,45.978686766873835,3.385406835085626,3.3905601214516405,41.6637142483728
4,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 8192])",0.00011815800098702312,1048576,67108864,4194304,0.000893444987013936,0.011314462986774743,0.0007241679995786399,0.0012550580140668899,3.215916872024536,10.6218622825612,1.1736324174860966,5.931246058999199,5.7918935971217635,0.014305291988421232,6.245555754731147,79.0928489675899,5.062238507013941,0.825974059688266,8.773382710976746
5,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 8192])",8.344699745066464e-05,1048576,67108864,4194304,0.0008945050067268312,0.011307132983347401,0.0007245349988806993,0.0011288280074950308,3.3715617656707764,13.527485014214133,1.172241622030652,5.93509107028587,5.788959824548968,0.014138447993900627,6.326755292467204,79.97435778117467,5.124572366028195,0.5902132786191522,7.984101281710772
6,forward,"torch.Size([1, 128, 8192])-torch.Size([8192, 2048])",0.00011312900460325181,4194304,67108864,1048576,0.0014958590036258101,0.011299177014734596,0.00020043400581926107,0.0010445899970363826,1.731857419013977,9.233617856886514,2.8039434130044567,5.9392700824570905,5.231527433251724,0.014153189025819302,10.569059742627282,79.8348484862443,1.4161755732479404,0.7993181211448067,7.380598076735664
7,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 2048])",7.246099994517863e-05,1048576,16777216,1048576,0.00037684099515900016,0.002857929008314386,0.00020088799647055566,0.002227859979029745,0.0,30.745642217403336,2.782542275045143,5.870410339511983,5.219704603672977,0.005735978978918865,6.569776433002694,49.82460742652612,3.5022442935873457,1.2632717137125264,38.84010013317132
8,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",6.956901052035391e-05,1048576,4194304,262144,0.00021878600819036365,0.0007323079917114228,7.746397750452161e-05,0.0012904980103485286,0.0,18.549897442784033,4.792701364557297,5.727513624694717,3.38407616604374,0.0023886249982751906,9.15949587517285,30.65813981852393,3.24303637282779,2.912512871237185,54.02681506223824
9,forward,"torch.Size([1, 128, 2048])-torch.Size([2048, 512])",8.866601274348795e-05,1048576,4194304,262144,0.00021985301282256842,0.0007313109817914665,7.280698628164828e-05,0.0012548190134111792,0.0,14.152198509719712,4.76944112131067,5.73532205099035,3.600533594206412,0.0023674560070503503,9.286466661591176,30.89016140589738,3.075325837727376,3.7452021274920457,53.00284396729202
